streamId,movieId,userId,startTime,completed
1,49535,453,2024-06-03 06:23:57,True
2,95727,292,2024-08-29 00:20:26,True
3,22288,627,2024-12-21 05:42:32,True
4,8550,557,2024-01-29 16:47:33,True
5,16189,140,2024-09-11 09:52:46,True
6,55465,654,2024-05-08 01:01:14,True
7,2078,332,2024-02-08 05:32:44,True
8,24675,163,2024-01-27 03:16:45,False
9,95454,253,2024-11-19 05:48:18,True
10,68188,553,2024-09-23 08:18:46,True
11,82457,36,2024-09-24 01:43:20,True
12,89291,498,2024-12-25 22:17:21,True
13,89260,272,2024-05-13 19:25:45,True
14,81964,206,2024-09-29 20:14:19,True
15,185,352,2024-04-16 02:30:17,True
16,35837,33,2024-08-10 18:32:04,True
17,22608,151,2024-03-04 19:29:04,True
18,513,96,2024-10-26 07:41:40,True
19,9838,5,2024-07-26 07:26:48,True
20,16783,13,2024-03-14 03:07:15,True
21,5052,38,2024-02-10 20:59:00,True
22,90929,306,2024-01-23 03:54:39,True
23,56343,257,2024-03-21 21:27:36,True
24,9771,346,2024-07-28 05:14:09,True
25,53673,434,2024-11-23 19:10:52,True
26,80151,512,2024-11-25 09:10:24,True
27,41567,90,2024-12-20 18:02:15,True
28,92135,648,2024-12-12 13:30:15,True
29,20702,379,2024-03-16 11:25:42,True
30,74358,617,2024-11-25 19:31:06,True
31,999,570,2024-03-21 12:51:41,True
32,39727,314,2024-04-02 17:52:49,True
33,47284,442,2024-05-26 23:47:49,True
34,60193,255,2024-11-10 12:22:19,True
35,71051,17,2024-05-06 02:22:45,True
36,79119,166,2024-10-22 01:05:11,True
37,38955,360,2024-06-06 23:03:51,True
38,44754,595,2024-01-16 18:35:48,True
39,97551,119,2024-09-14 11:04:30,True
40,71920,589,2024-08-05 19:15:45,True
41,92307,463,2024-10-16 09:48:17,True
42,60676,196,2024-10-07 15:51:40,True
43,79078,87,2024-09-09 23:34:04,True
44,15588,382,2024-05-12 09:02:02,True
45,87855,668,2024-10-12 01:08:01,True
46,77512,511,2024-07-03 16:01:19,True
47,78532,666,2024-08-11 16:27:28,True
48,19665,574,2024-04-25 12:50:33,True
49,23396,208,2024-08-19 02:21:57,True
50,57444,544,2024-09-08 13:43:09,True
51,81069,204,2024-06-22 21:17:00,True
